"object_category_Id";"ID";"Name";"AdmArea";"District";"Address";"Longitude_WGS84";"Latitude_WGS84";"global_id";"geodata_center";"geoarea";
"object_category_Id";"Код";"Наименование";"Административный округ";"Район";"Адрес";"Долгота в WGS-84";"Широта в WGS-84";"global_id";"geodata_center";"geoarea";
"";"575";"Станция №367, 22 кВт";"Юго-Восточный административный округ";"Рязанский район";"Российская Федерация, город Москва, внутригородская территория муниципальный округ Рязанский, Окская улица, дом 42/1, корпус 1";"37.774728";"55.716717";"2566668118";"";"";
"";"511";"Станция №368, 50 кВт";"Северо-Восточный административный округ";"Останкинский район";"город Москва, проспект Мира, дом 119, строение 232";"37.628536";"55.837407";"2566668120";"";"";
"";"440";"Станция №375, 50 кВт";"Северный административный округ";"Хорошёвский район";"Российская Федерация, город Москва, внутригородская территория муниципальный округ Хорошевский, улица Полины Осипенко, дом 18, корпус 1";"37.52972";"55.77994";"2566668121";"";"";
"";"577";"Станция №377, 22 кВт";"Юго-Восточный административный округ";"район Кузьминки";"Российская Федерация, город Москва, внутригородская территория муниципальный округ Кузьминки, улица Академика Скрябина, дом 30, корпус 1";"37.79311";"55.70331";"2566668123";"";"";
"";"542";"Станция №380, 22 кВт";"Южный административный округ";"район Чертаново Северное";"Российская Федерация, город Москва, внутригородская территория муниципальный округ Чертаново Северное, Кировоградская улица, дом 4, корпус 2";"37.61274";"55.63036";"2566668125";"";"";
"";"455";"Станция №382, 50 кВт";"Северо-Западный административный округ";"район Хорошёво-Мнёвники";"Российская Федерация, город Москва, внутригородская территория муниципальный округ Хорошево-Мневники, Карамышевская набережная, дом 18, корпус 1";"37.48038";"55.76956";"2566668126";"";"";
"";"561";"Станция №386, 22 кВт";"Северный административный округ";"район Западное Дегунино";"Российская Федерация, город Москва, внутригородская территория муниципальный округ Западное Дегунино, Дегунинская улица, дом 1, корпус 1";"37.54094";"55.86304";"2566668127";"";"";
"";"530";"Станция №390, 22 кВт";"Восточный административный округ";"район Богородское";"бульвар Маршала Рокоссовского, дом 37";"37.71296";"55.8176";"2566668128";"";"";
"";"460";"Станция №391, 22 кВт";"Северо-Восточный административный округ";"район Северное Медведково";"Российская Федерация, город Москва, внутригородская территория муниципальный округ Северное Медведково, улица Грекова, дом 22";"37.66238";"55.89173";"2566668129";"";"";
"";"496";"Станция №392, 22 кВт";"Северный административный округ";"район Ховрино";"Российская Федерация, город Москва, внутригородская территория муниципальный округ Ховрино, Фестивальная улица, дом 8, строение 1";"37.49269";"55.859236";"2566668130";"";"";
"";"535";"Станция №393, 22 кВт";"Юго-Восточный административный округ";"район Марьино";"Российская Федерация, город Москва, внутригородская территория муниципальный округ Марьино, Братиславская улица, дом 22";"37.761121";"55.655629";"2566668131";"";"";
"";"501";"Станция №394, 22 кВт";"Юго-Восточный административный округ";"Южнопортовый район";"Российская Федерация, город Москва, внутригородская территория муниципальный округ Южнопортовый, Шарикоподшипниковская улица, дом 13А";"37.67766";"55.71694";"2566668132";"";"";
"";"480";"Станция №395, 22 кВт";"Южный административный округ";"район Братеево";"Российская Федерация, город Москва, внутригородская территория муниципальный округ Братеево, улица Борисовские Пруды, дом 14, корпус 5";"37.745889";"55.632359";"2566668133";"";"";
"";"541";"Станция №396, 22 кВт";"Юго-Восточный административный округ";"район Марьино";"Российская Федерация, город Москва, внутригородская территория муниципальный округ Марьино, улица Перерва, дом 43, корпус 1";"37.75177";"55.66059";"2566668134";"";"";
"";"564";"Станция №397, 22 кВт";"Южный административный округ";"Нагорный район";"Российская Федерация, город Москва, внутригородская территория муниципальный округ Нагорный, Чонгарский бульвар, дом 7";"37.613137";"55.651546";"2566668135";"";"";
"";"467";"Станция №398, 22 кВт";"Западный административный округ";"район Кунцево";"Российская Федерация, город Москва, внутригородская территория муниципальный округ Кунцево, Истринская улица, дом 10, корпус 1";"37.433899";"55.737794";"2566668136";"";"";
"";"438";"Станция №404, 22 кВт";"Северо-Восточный административный округ";"район Отрадное";"Российская Федерация, город Москва, внутригородская территория муниципальный округ Отрадное, проезд Якушкина, дом 1";"37.60762";"55.85789";"2566668137";"";"";
"";"439";"Станция №405, 22 кВт";"Восточный административный округ";"район Преображенское";"город Москва, Преображенская площадь, дом 6, строение 1";"37.71175";"55.79506";"2566668138";"";"";
"";"504";"Станция №406, 22 кВт";"Южный административный округ";"район Чертаново Центральное";"Российская Федерация, город Москва, внутригородская территория муниципальный округ Чертаново Центральное, Чертановская улица, дом 48А";"37.59027";"55.60753";"2566668139";"";"";
"";"505";"Станция №409, 22 кВт";"Западный административный округ";"район Очаково-Матвеевское";"Российская Федерация, город Москва, внутригородская территория муниципальный округ Очаково-Матвеевское, Нежинская улица, дом 5, корпус 2";"37.474247";"55.714405";"2566668140";"";"";
"";"468";"Станция №410, 22 кВт";"Южный административный округ";"район Чертаново Южное";"Российская Федерация, город Москва, внутригородская территория муниципальный округ Чертаново Южное, Варшавское шоссе, дом 152, корпус 1";"37.598254";"55.588908";"2566668141";"";"";
"";"441";"Станция №411, 50 кВт";"Западный административный округ";"район Филёвский Парк";"Российская Федерация, город Москва, внутригородская территория муниципальный округ Филевский Парк, улица Барклая, дом 11";"37.49679";"55.74485";"2566668142";"";"";
"";"579";"Станция №412, 22 кВт";"Северный административный округ";"район Левобережный";"Российская Федерация, город Москва, внутригородская территория муниципальный округ Левобережный, Ленинградское шоссе, дом 130, корпус 1, строение 1";"37.463139";"55.870602";"2566668143";"";"";
"";"492";"Станция №416, 50 кВт";"Западный административный округ";"район Филёвский Парк";"Российская Федерация, город Москва, внутригородская территория муниципальный округ Филевский Парк, улица Василисы Кожиной, дом 12";"37.498597";"55.736161";"2566668146";"";"";
"";"449";"Станция №745, 50 кВт";"Северо-Восточный административный округ";"Останкинский район";"город Москва, проспект Мира, дом 119, строение 191";"37.626674";"55.841484";"2566668148";"";"";
"";"498";"Станция №335, 22 кВт";"Центральный административный округ";"район Хамовники";"Российская Федерация, город Москва, внутригородская территория муниципальный округ Хамовники, улица Ефремова, дом 10, корпус 1";"37.5761";"55.72557";"2566668202";"";"";
"";"538";"Станция №343, 22 кВт";"Северо-Восточный административный округ";"район Марьина Роща";"Российская Федерация, город Москва, внутригородская территория муниципальный округ Марьина Роща, 9-й проезд Марьиной Рощи, дом 6, строение 1";"37.61438";"55.80149";"2566668214";"";"";
"";"476";"Станция №344, 22 кВт";"Северо-Западный административный округ";"район Митино";"Российская Федерация, город Москва, внутригородская территория муниципальный округ Митино, улица Барышиха, дом 40, корпус 1";"37.342769";"55.853097";"2566668228";"";"";
"";"576";"Станция №376, 22 кВт";"Юго-Восточный административный округ";"район Кузьминки";"Российская Федерация, город Москва, внутригородская территория муниципальный округ Кузьминки, Волгоградский проспект, дом 116, корпус 1";"37.777961";"55.702149";"2566668248";"";"";
"";"545";"Станция №173, 22 кВт";"Центральный административный округ";"Мещанский район";"Российская Федерация, город Москва, внутригородская территория муниципальный округ Мещанский, Большая Переяславская улица, дом 17";"37.639961";"55.788152";"2577989255";"";"";
"";"461";"Станция №328, 50 кВт";"Центральный административный округ";"район Замоскворечье";"Российская Федерация, город Москва, внутригородская территория муниципальный округ Замоскворечье, Космодамианская набережная, дом 4/22, корпус А";"37.640884";"55.744007";"2577989322";"";"";
"";"437";"Станция №401, 22 кВт";"Западный административный округ";"район Тропарёво-Никулино";"Российская Федерация, город Москва, внутригородская территория муниципальный округ Тропарево-Никулино, проспект Вернадского, дом 102А";"37.475736";"55.647186";"2577989474";"";"";
"";"580";"Станция №414, 50 кВт";"Центральный административный округ";"Пресненский район";"город Москва, Тестовская улица, дом 9";"37.531366";"55.752268";"2617438684";"";"";
"";"582";"Станция №466, 60 кВт";"Северо-Восточный административный округ";"район Бибирево";"Российская Федерация, город Москва, внутригородская территория муниципальный округ Бибирево, улица Пришвина, дом 13";"37.6001";"55.8879";"2617438686";"";"";
"";"597";"Станция №323, 22 кВт";"Южный административный округ";"район Нагатинский Затон";"Российская Федерация, город Москва, внутригородская территория муниципальный округ Нагатинский Затон, проспект Андропова, дом 31, корпус 3";"37.663725";"55.674884";"2617438700";"";"";
"";"598";"Станция №340, 22 кВт";"Юго-Восточный административный округ";"район Кузьминки";"Российская Федерация, город Москва, внутригородская территория муниципальный округ Кузьминки, улица Юных Ленинцев, дом 47, корпус 2";"37.756069";"55.701173";"2617438701";"";"";
"";"599";"Станция №341, 22 кВт";"Южный административный округ";"район Москворечье-Сабурово";"Российская Федерация, город Москва, внутригородская территория муниципальный округ Москворечье-Сабурово, Каширское шоссе, дом 43, корпус 2, строение 3";"37.66367";"55.6486";"2617438702";"";"";
"";"600";"Станция №103, 22 кВт";"Южный административный округ";"район Зябликово";"город Москва, Ореховый бульвар, дом 24, корпус 3А";"37.75105";"55.61425";"2617438703";"";"";
"";"601";"Станция №362, 50 кВт";"Центральный административный округ";"Тверской район";"Российская Федерация, город Москва, внутригородская территория муниципальный округ Тверской, 2-й Лесной переулок, дом 8";"37.58726";"55.7812";"2617438704";"";"";
"";"602";"Станция №106, 50 кВт";"Центральный административный округ";"район Замоскворечье";"Российская Федерация, город Москва, внутригородская территория муниципальный округ Замоскворечье, Дубининская улица, дом 42";"37.63502";"55.72394";"2617438705";"";"";
"";"603";"Станция №378, 50 кВт";"Восточный административный округ";"район Измайлово";"Российская Федерация, город Москва, внутригородская территория муниципальный округ Соколиная Гора, Измайловское шоссе, дом 55";"37.80212";"55.797254";"2617438706";"";"";
"";"604";"Станция №388, 22 кВт";"Западный административный округ";"район Солнцево";"Российская Федерация, город Москва, внутригородская территория муниципальный округ Солнцево, улица Богданова, дом 58";"37.389749";"55.647898";"2617438707";"";"";
"";"605";"Станция №415, 22 кВт";"Западный административный округ";"район Тропарёво-Никулино";"Российская Федерация, город Москва, внутригородская территория муниципальный округ Тропарево-Никулино, Ленинский проспект, дом 162";"37.468855";"55.64675";"2617438709";"";"";
"";"606";"Станция №168, 22 кВт";"Южный административный округ";"Даниловский район";"Российская Федерация, город Москва, внутригородская территория муниципальный округ Даниловский, 1-й Автозаводский проезд, дом 5";"37.657684";"55.704353";"2617438711";"";"";
"";"607";"Станция №479, 60 кВт";"Северный административный округ";"Савёловский район";"Российская Федерация, город Москва, внутригородская территория муниципальный округ Савеловский, 2-я Квесисская улица, дом 11";"37.5811";"55.7953";"2617438712";"";"";
"";"608";"Станция №224, 22 кВт";"Центральный административный округ";"Пресненский район";"Российская Федерация, город Москва, внутригородская территория муниципальный округ Пресненский, Красногвардейский бульвар, дом 9";"37.54384";"55.7607";"2617438713";"";"";
