"object_category_Id";"ID";"Name";"AdmArea";"District";"Address";"Longitude_WGS84";"Latitude_WGS84";"global_id";"geodata_center";"geoarea";
"object_category_Id";"Код";"Наименование";"Административный округ";"Район";"Адрес";"Долгота в WGS-84";"Широта в WGS-84";"global_id";"geodata_center";"geoarea";

"";"536";"Станция №2, 22 кВт";"Центральный административный округ";"район Замоскворечье";"Российская Федерация, город Москва, внутригородская территория муниципальный округ Замоскворечье, улица Бахрушина, дом 18, строение 3";"37.63573";"55.73453";"2566160457";"";"";

